From	To
PDXK_HUMAN	PDXK
PEBP1_HUMAN	PEBP1
PEBP4_HUMAN	PEBP4
PECA1_HUMAN	PECAM1
PEDF_HUMAN	SERPINF1
PEF1_HUMAN	PEF1
PELO_HUMAN	PELO
PEPD_HUMAN	PEPD
PEPL_HUMAN	PPL
PEPL1_HUMAN	NPEPL1
PERE_HUMAN	EPX
PERM_HUMAN	MPO
PERM1_HUMAN	PERM1
PEX14_HUMAN	PEX14
PEX19_HUMAN	PEX19
PFD1_HUMAN	PFDN1
PFD2_HUMAN	PFDN2
PFD3_HUMAN	VBP1
PFD4_HUMAN	PFDN4
PFD5_HUMAN	PFDN5
PFD6_HUMAN	PFDN6
PFKAL_HUMAN	PFKL
PFKAM_HUMAN	PFKM
PFKAP_HUMAN	PFKP
PGAM1_HUMAN	PGAM1
PGAM2_HUMAN	PGAM2
PGAM4_HUMAN	PGAM4
PGAM5_HUMAN	PGAM5
PGBD5_HUMAN	PGBD5
PGBM_HUMAN	HSPG2
PGES2_HUMAN	PTGES2
PGFRB_HUMAN	PDGFRB
PGK1_HUMAN	PGK1
PGK2_HUMAN	PGK2
PGM1_HUMAN	PGM1
PGM2_HUMAN	PGM2
PGM2L_HUMAN	PGM2L1
PGM5_HUMAN	PGM5
PGP_HUMAN	PGP
PGPI_HUMAN	PGPEP1
PGRC1_HUMAN	PGRMC1
PGRC2_HUMAN	PGRMC2
PGRP2_HUMAN	PGLYRP2
PGS1_HUMAN	BGN
PGS2_HUMAN	DCN
PGTA_HUMAN	RABGGTA
PGTB2_HUMAN	RABGGTB
PHB2_HUMAN	PHB2
PHKG1_HUMAN	PHKG1
PHLD_HUMAN	GPLD1
PHOCN_HUMAN	MOB4
PHP14_HUMAN	PHPT1
PHS_HUMAN	PCBD1
PHS2_HUMAN	PCBD2
PHYD1_HUMAN	PHYHD1
PI16_HUMAN	PI16
PI42A_HUMAN	PIP4K2A
PI4KA_HUMAN	PI4KA
PICAL_HUMAN	PICALM
PIGO_HUMAN	PIGO
PIGR_HUMAN	PIGR
PIGS_HUMAN	PIGS
PIGT_HUMAN	PIGT
PIGU_HUMAN	PIGU
PIMT_HUMAN	PCMT1
PIN1_HUMAN	PIN1
PIN4_HUMAN	PIN4
PININ_HUMAN	PNN
PIOS1_HUMAN	PIGBOS1
PIPNA_HUMAN	PITPNA
PIPNB_HUMAN	PITPNB
PIPSL_HUMAN	PIPSL
PISD_HUMAN	PISD
PITH1_HUMAN	PITHD1
PJA2_HUMAN	PJA2
PK3C3_HUMAN	PIK3C3
PK3CA_HUMAN	PIK3CA
PK3CB_HUMAN	PIK3CB
PKHF1_HUMAN	PLEKHF1
PKN1_HUMAN	PKN1
PKN2_HUMAN	PKN2
PLAK_HUMAN	JUP
PLAP_HUMAN	PLAA
PLCA_HUMAN	AGPAT1
PLCB1_HUMAN	PLCB1
PLCB3_HUMAN	PLCB3
PLCC_HUMAN	AGPAT3
PLCD4_HUMAN	PLCD4
PLCE_HUMAN	AGPAT5
PLCH1_HUMAN	PLCH1
PLCL1_HUMAN	PLCL1
PLCL2_HUMAN	PLCL2
PLD3_HUMAN	PLD3
PLEC_HUMAN	PLEC
PLEK_HUMAN	PLEK
PLF4_HUMAN	PF4
PLIN1_HUMAN	PLIN1
PLIN2_HUMAN	PLIN2
PLIN3_HUMAN	PLIN3
PLIN4_HUMAN	PLIN4
PLIN5_HUMAN	PLIN5
PLM_HUMAN	FXYD1
PLMN_HUMAN	PLG
PLOD1_HUMAN	PLOD1
PLPL6_HUMAN	PNPLA6
PLPL7_HUMAN	PNPLA7
PLPP_HUMAN	PDXP
PLPP1_HUMAN	PLPP1
PLPP7_HUMAN	PLPP7
PLRG1_HUMAN	PLRG1
PLRKT_HUMAN	PLGRKT
PLSL_HUMAN	LCP1
PLST_HUMAN	PLS3
PLTP_HUMAN	PLTP
PLXA1_HUMAN	PLXNA1
PMGE_HUMAN	BPGM
PMGT2_HUMAN	POMGNT2
PML_HUMAN	PML
PMM2_HUMAN	PMM2
PMVK_HUMAN	PMVK
PNCB_HUMAN	NAPRT
PNKP_HUMAN	PNKP
PNO1_HUMAN	PNO1
PNPH_HUMAN	PNP
PNPO_HUMAN	PNPO
PNPT1_HUMAN	PNPT1
PODXL_HUMAN	PODXL
PON1_HUMAN	PON1
PON2_HUMAN	PON2
POP7_HUMAN	POP7
POSTN_HUMAN	POSTN
POTEF_HUMAN	POTEF
POTEI_HUMAN	POTEI
POTEJ_HUMAN	POTEJ
PP12C_HUMAN	PPP1R12C
PP14B_HUMAN	PPP1R14B
PP14C_HUMAN	PPP1R14C
PP1A_HUMAN	PPP1CA
PP1B_HUMAN	PPP1CB
PP1G_HUMAN	PPP1CC
PP1R7_HUMAN	PPP1R7
PP2AA_HUMAN	PPP2CA
PP2BA_HUMAN	PPP3CA
PP2BB_HUMAN	PPP3CB
PP2BC_HUMAN	PPP3CC
PP6R1_HUMAN	PPP6R1
PP6R2_HUMAN	PPP6R2
PP6R3_HUMAN	PPP6R3
PPAC_HUMAN	ACP1
PPCE_HUMAN	PREP
PPCEL_HUMAN	PREPL
PPCS_HUMAN	PPCS
PPCT_HUMAN	PCTP
PPGB_HUMAN	CTSA
PPIA_HUMAN	PPIA
PPIB_HUMAN	PPIB
PPIC_HUMAN	PPIC
PPID_HUMAN	PPID
PPIE_HUMAN	PPIE
PPIF_HUMAN	PPIF
PPIH_HUMAN	PPIH
PPIL1_HUMAN	PPIL1
PPIL3_HUMAN	PPIL3
PPLA_HUMAN	PLN
PPM1A_HUMAN	PPM1A
PPM1B_HUMAN	PPM1B
PPM1F_HUMAN	PPM1F
PPM1G_HUMAN	PPM1G
PPM1J_HUMAN	PPM1J
PPME1_HUMAN	PPME1
PPOX_HUMAN	PPOX
PPP5_HUMAN	PPP5C
PPP6_HUMAN	PPP6C
PPR21_HUMAN	PPP1R21
PPR27_HUMAN	PPP1R27
PPR3A_HUMAN	PPP1R3A
PPR3B_HUMAN	PPP1R3B
PPR3D_HUMAN	PPP1R3D
PPR3E_HUMAN	PPP1R3E
PPR3F_HUMAN	PPP1R3F
PPT1_HUMAN	PPT1
PPTC7_HUMAN	PPTC7
PPWD1_HUMAN	PPWD1
PR14L_HUMAN	PRR14L
PR40A_HUMAN	PRPF40A
PR40B_HUMAN	PRPF40B
PRAF2_HUMAN	PRAF2
PRAF3_HUMAN	ARL6IP5
PRC2C_HUMAN	PRRC2C
PRCC_HUMAN	PRCC
PRDX1_HUMAN	PRDX1
PRDX2_HUMAN	PRDX2
PRDX3_HUMAN	PRDX3
PRDX4_HUMAN	PRDX4
PRDX5_HUMAN	PRDX5
PRDX6_HUMAN	PRDX6
PREB_HUMAN	PREB
PRELP_HUMAN	PRELP
PREP_HUMAN	PITRM1
PRG4_HUMAN	PRG4
PRKDC_HUMAN	PRKDC
PRKRA_HUMAN	PRKRA
PROB1_HUMAN	PROB1
PROD_HUMAN	PRODH
PROF1_HUMAN	PFN1
PROF2_HUMAN	PFN2
PROS_HUMAN	PROS1
PRP19_HUMAN	PRPF19
PRP31_HUMAN	PRPF31
PRP4_HUMAN	PRPF4
PRP4B_HUMAN	PRPF4B
PRP6_HUMAN	PRPF6
PRP8_HUMAN	PRPF8
PRPK_HUMAN	TP53RK
PRPS1_HUMAN	PRPS1
PRPS2_HUMAN	PRPS2
PRR33_HUMAN	PRR33
PRRC1_HUMAN	PRRC1
PRS10_HUMAN	PSMC6
PRS23_HUMAN	PRSS23
PRS4_HUMAN	PSMC1
PRS6A_HUMAN	PSMC3
PRS6B_HUMAN	PSMC4
PRS7_HUMAN	PSMC2
PRS8_HUMAN	PSMC5
PSA_HUMAN	NPEPPS
PSA1_HUMAN	PSMA1
PSA2_HUMAN	PSMA2
PSA3_HUMAN	PSMA3
PSA4_HUMAN	PSMA4
PSA5_HUMAN	PSMA5
PSA6_HUMAN	PSMA6
PSA7_HUMAN	PSMA7
PSB1_HUMAN	PSMB1
PSB2_HUMAN	PSMB2
PSB3_HUMAN	PSMB3
PSB4_HUMAN	PSMB4
PSB5_HUMAN	PSMB5
PSB6_HUMAN	PSMB6
PSB7_HUMAN	PSMB7
PSB9_HUMAN	PSMB9
PSD10_HUMAN	PSMD10
PSD11_HUMAN	PSMD11
PSD12_HUMAN	PSMD12
PSD13_HUMAN	PSMD13
PSDE_HUMAN	PSMD14
PSIP1_HUMAN	PSIP1
PSMD1_HUMAN	PSMD1
PSMD2_HUMAN	PSMD2
PSMD3_HUMAN	PSMD3
PSMD4_HUMAN	PSMD4
PSMD5_HUMAN	PSMD5
PSMD6_HUMAN	PSMD6
PSMD7_HUMAN	PSMD7
PSMD8_HUMAN	PSMD8
PSMD9_HUMAN	PSMD9
PSME1_HUMAN	PSME1
PSME2_HUMAN	PSME2
PSME3_HUMAN	PSME3
PSME4_HUMAN	PSME4
PSMF1_HUMAN	PSMF1
PSMG1_HUMAN	PSMG1
PSMG2_HUMAN	PSMG2
PSMG3_HUMAN	PSMG3
PSPC1_HUMAN	PSPC1
PT100_HUMAN	PET100
PTBP1_HUMAN	PTBP1
PTBP2_HUMAN	PTBP2
PTCD3_HUMAN	PTCD3
PTER_HUMAN	PTER
PTG3L_HUMAN	PTGES3L
PTGR1_HUMAN	PTGR1
PTGR2_HUMAN	PTGR2
PTH2_HUMAN	PTRH2
PTMA_HUMAN	PTMA
PTMS_HUMAN	PTMS
PTN1_HUMAN	PTPN1
PTN11_HUMAN	PTPN11
PTN23_HUMAN	PTPN23
PTN3_HUMAN	PTPN3
PTN6_HUMAN	PTPN6
PTPA_HUMAN	PTPA
PTPM1_HUMAN	PTPMT1
PTPRA_HUMAN	PTPRA
PTPRM_HUMAN	PTPRM
PTRD1_HUMAN	PTRHD1
PTSS2_HUMAN	PTDSS2
PUF60_HUMAN	PUF60
PUR2_HUMAN	GART
PUR4_HUMAN	PFAS
PUR6_HUMAN	PAICS
PUR8_HUMAN	ADSL
PUR9_HUMAN	ATIC
PURA_HUMAN	PURA
PURA1_HUMAN	ADSS1
PURA2_HUMAN	ADSS2
PURB_HUMAN	PURB
PUS7_HUMAN	PUS7
PVR_HUMAN	PVR
PWP1_HUMAN	PWP1
PXDC2_HUMAN	PLXDC2
PYC_HUMAN	PC
PYGB_HUMAN	PYGB
PYGL_HUMAN	PYGL
PYGM_HUMAN	PYGM
PYM1_HUMAN	PYM1
PYR1_HUMAN	CAD
PYRD_HUMAN	DHODH
PYRD1_HUMAN	PYROXD1
PYRG1_HUMAN	CTPS1
PYRG2_HUMAN	CTPS2
PZP_HUMAN	PZP
QCR1_HUMAN	UQCRC1
QCR10_HUMAN	UQCR11
QCR2_HUMAN	UQCRC2
QCR6_HUMAN	UQCRH
QCR7_HUMAN	UQCRB
QCR8_HUMAN	UQCRQ
QCR9_HUMAN	UQCR10
QKI_HUMAN	QKI
QOR_HUMAN	CRYZ
QORL1_HUMAN	CRYZL1
QORX_HUMAN	TP53I3
QRIC1_HUMAN	QRICH1
RAB10_HUMAN	RAB10
RAB12_HUMAN	RAB12
RAB14_HUMAN	RAB14
RAB18_HUMAN	RAB18
RAB1A_HUMAN	RAB1A
RAB1B_HUMAN	RAB1B
RAB21_HUMAN	RAB21
RAB23_HUMAN	RAB23
RAB24_HUMAN	RAB24
RAB2A_HUMAN	RAB2A
RAB35_HUMAN	RAB35
RAB5A_HUMAN	RAB5A
RAB5B_HUMAN	RAB5B
RAB5C_HUMAN	RAB5C
RAB6A_HUMAN	RAB6A
RAB7A_HUMAN	RAB7A
RAB8A_HUMAN	RAB8A
RAB9A_HUMAN	RAB9A
RABE1_HUMAN	RABEP1
RABL3_HUMAN	RABL3
RABL6_HUMAN	RABL6
RAC1_HUMAN	RAC1
RAC2_HUMAN	RAC2
RACK1_HUMAN	RACK1
RAD_HUMAN	RRAD
RAD21_HUMAN	RAD21
RADI_HUMAN	RDX
RAE1L_HUMAN	RAE1
RAF1_HUMAN	RAF1
RAGP1_HUMAN	RANGAP1
RAIN_HUMAN	RASIP1
RALA_HUMAN	RALA
RALB_HUMAN	RALB
RALY_HUMAN	RALY
RAN_HUMAN	RAN
RANB3_HUMAN	RANBP3
RANB9_HUMAN	RANBP9
RANG_HUMAN	RANBP1
RAP1A_HUMAN	RAP1A
RAP2B_HUMAN	RAP2B
RAP2C_HUMAN	RAP2C
RASH_HUMAN	HRAS
RASK_HUMAN	KRAS
RASL2_HUMAN	RASA4
RB11B_HUMAN	RAB11B
RB3GP_HUMAN	RAB3GAP1
RBBP4_HUMAN	RBBP4
RBBP7_HUMAN	RBBP7
RBBP9_HUMAN	RBBP9
RBGP1_HUMAN	RABGAP1
RBGPR_HUMAN	RAB3GAP2
RBL2_HUMAN	RBL2
RBM12_HUMAN	RBM12
RBM14_HUMAN	RBM14
RBM20_HUMAN	RBM20
RBM24_HUMAN	RBM24
RBM25_HUMAN	RBM25
RBM3_HUMAN	RBM3
RBM39_HUMAN	RBM39
RBM4_HUMAN	RBM4
RBM8A_HUMAN	RBM8A
RBMX_HUMAN	RBMX
RBNS5_HUMAN	RBSN
RBP2_HUMAN	RANBP2
RBP56_HUMAN	TAF15
RBSK_HUMAN	RBKS
RBX1_HUMAN	RBX1
RCC1_HUMAN	RCC1
RCC2_HUMAN	RCC2
RCN1_HUMAN	RCN1
RCN2_HUMAN	RCN2
RCOR3_HUMAN	RCOR3
RD23A_HUMAN	RAD23A
RD23B_HUMAN	RAD23B
RDH11_HUMAN	RDH11
RDH13_HUMAN	RDH13
RDH14_HUMAN	RDH14
RECQ1_HUMAN	RECQL
REEP1_HUMAN	REEP1
REEP5_HUMAN	REEP5
REN3B_HUMAN	UPF3B
RENT1_HUMAN	UPF1
RENT2_HUMAN	UPF2
RET1_HUMAN	RBP1
RET4_HUMAN	RBP4
RETST_HUMAN	RETSAT
RFA1_HUMAN	RPA1
RFA2_HUMAN	RPA2
RFA3_HUMAN	RPA3
RFTN1_HUMAN	RFTN1
RGCC_HUMAN	RGCC
RGL2_HUMAN	RGL2
RGN_HUMAN	RGN
RGPD5_HUMAN	RGPD5
RGPD5_HUMAN	RGPD6
RGS10_HUMAN	RGS10
RGS3_HUMAN	RGS3
RHG01_HUMAN	ARHGAP1
RHG10_HUMAN	ARHGAP10
RHG17_HUMAN	ARHGAP17
RHG18_HUMAN	ARHGAP18
RHG42_HUMAN	ARHGAP42
RHOA_HUMAN	RHOA
RHOC_HUMAN	RHOC
RHOG_HUMAN	RHOG
RIC8A_HUMAN	RIC8A
RICTR_HUMAN	RICTOR
RIFK_HUMAN	RFK
RILP_HUMAN	RILP
RIN1_HUMAN	RIN1
RINI_HUMAN	RNH1
RINT1_HUMAN	RINT1
RIOK3_HUMAN	RIOK3
RIPL1_HUMAN	RILPL1
RIR1_HUMAN	RRM1
RIR2B_HUMAN	RRM2B
RISC_HUMAN	SCPEP1
RL10_HUMAN	RPL10
RL10A_HUMAN	RPL10A
RL11_HUMAN	RPL11
RL12_HUMAN	RPL12
RL13_HUMAN	RPL13
RL13A_HUMAN	RPL13A
RL14_HUMAN	RPL14
RL15_HUMAN	RPL15
RL17_HUMAN	RPL17
RL18_HUMAN	RPL18
RL18A_HUMAN	RPL18A
RL19_HUMAN	RPL19
RL1D1_HUMAN	RSL1D1
RL21_HUMAN	RPL21
RL22_HUMAN	RPL22
RL23_HUMAN	RPL23
RL23A_HUMAN	RPL23A
RL24_HUMAN	RPL24
RL26_HUMAN	RPL26
RL27_HUMAN	RPL27
RL27A_HUMAN	RPL27A
RL28_HUMAN	RPL28
RL29_HUMAN	RPL29
RL3_HUMAN	RPL3
RL30_HUMAN	RPL30
RL31_HUMAN	RPL31
RL32_HUMAN	RPL32
RL34_HUMAN	RPL34
RL35_HUMAN	RPL35
RL35A_HUMAN	RPL35A
RL36_HUMAN	RPL36
RL36A_HUMAN	RPL36A
RL37A_HUMAN	RPL37A
RL38_HUMAN	RPL38
RL3L_HUMAN	RPL3L
RL4_HUMAN	RPL4
RL5_HUMAN	RPL5
RL6_HUMAN	RPL6
RL7_HUMAN	RPL7
RL7A_HUMAN	RPL7A
RL7L_HUMAN	RPL7L1
RL8_HUMAN	RPL8
RL9_HUMAN	RPL9
RL9_HUMAN	RPL9P7
RL9_HUMAN	RPL9P8
RL9_HUMAN	RPL9P9
RLA0_HUMAN	RPLP0
RLA1_HUMAN	RPLP1
RLA2_HUMAN	RPLP2
RLGPB_HUMAN	RALGAPB
RM01_HUMAN	MRPL1
RM02_HUMAN	MRPL2
RM03_HUMAN	MRPL3
RM04_HUMAN	MRPL4
RM09_HUMAN	MRPL9
RM10_HUMAN	MRPL10
RM11_HUMAN	MRPL11
RM12_HUMAN	MRPL12
RM13_HUMAN	MRPL13
RM14_HUMAN	MRPL14
RM15_HUMAN	MRPL15
RM16_HUMAN	MRPL16
RM17_HUMAN	MRPL17
RM18_HUMAN	MRPL18
RM19_HUMAN	MRPL19
RM20_HUMAN	MRPL20
RM21_HUMAN	MRPL21
RM22_HUMAN	MRPL22
RM23_HUMAN	MRPL23
RM24_HUMAN	MRPL24
RM27_HUMAN	MRPL27
RM28_HUMAN	MRPL28
RM30_HUMAN	MRPL30
RM33_HUMAN	MRPL33
RM37_HUMAN	MRPL37
RM38_HUMAN	MRPL38
RM39_HUMAN	MRPL39
RM40_HUMAN	MRPL40
RM41_HUMAN	MRPL41
RM42_HUMAN	MRPL42
RM43_HUMAN	MRPL43
RM44_HUMAN	MRPL44
RM46_HUMAN	MRPL46
RM47_HUMAN	MRPL47
RM48_HUMAN	MRPL48
RM49_HUMAN	MRPL49
RM50_HUMAN	MRPL50
RM51_HUMAN	MRPL51
RM54_HUMAN	MRPL54
RMD1_HUMAN	RMDN1
RMD3_HUMAN	RMDN3
RMD5A_HUMAN	RMND5A
RN114_HUMAN	RNF114
RN123_HUMAN	RNF123
RN141_HUMAN	RNF141
RN146_HUMAN	RNF146
RN170_HUMAN	RNF170
RN181_HUMAN	RNF181
RN214_HUMAN	RNF214
RNAS2_HUMAN	RNASE2
RNBP6_HUMAN	RANBP6
RNF11_HUMAN	RNF11
RNF14_HUMAN	RNF14
RNPS1_HUMAN	RNPS1
RNT2_HUMAN	RNASET2
RNZ2_HUMAN	ELAC2
RO60_HUMAN	RO60
ROA0_HUMAN	HNRNPA0
ROA1_HUMAN	HNRNPA1
ROA2_HUMAN	HNRNPA2B1
ROA3_HUMAN	HNRNPA3
ROAA_HUMAN	HNRNPAB
ROCK2_HUMAN	ROCK2
RPAB1_HUMAN	POLR2E
RPAB3_HUMAN	POLR2H
RPAB5_HUMAN	POLR2L
RPAC1_HUMAN	POLR1C
RPB1_HUMAN	POLR2A
RPB1B_HUMAN	POLR2J2
RPB2_HUMAN	POLR2B
RPB3_HUMAN	POLR2C
RPB4_HUMAN	POLR2D
RPB7_HUMAN	POLR2G
RPB9_HUMAN	POLR2I
RPE_HUMAN	RPE
RPF2_HUMAN	RPF2
RPGF1_HUMAN	RAPGEF1
RPIA_HUMAN	RPIA
RPN1_HUMAN	RPN1
RPN2_HUMAN	RPN2
RPOM_HUMAN	POLRMT
RPR1B_HUMAN	RPRD1B
RPRD2_HUMAN	RPRD2
RPTOR_HUMAN	RPTOR
RRAGC_HUMAN	RRAGC
RRAS_HUMAN	RRAS
RRAS2_HUMAN	RRAS2
RRBP1_HUMAN	RRBP1
RRFM_HUMAN	MRRF
RRP44_HUMAN	DIS3
RS11_HUMAN	RPS11
RS12_HUMAN	RPS12
RS13_HUMAN	RPS13
RS14_HUMAN	RPS14
RS15_HUMAN	RPS15
RS15A_HUMAN	RPS15A
RS16_HUMAN	RPS16
RS17_HUMAN	RPS17
RS18_HUMAN	RPS18
RS19_HUMAN	RPS19
RS2_HUMAN	RPS2
RS20_HUMAN	RPS20
RS21_HUMAN	RPS21
RS23_HUMAN	RPS23
RS24_HUMAN	RPS24
RS25_HUMAN	RPS25
RS27_HUMAN	RPS27
RS28_HUMAN	RPS28
RS3_HUMAN	RPS3
RS30_HUMAN	FAU
RS3A_HUMAN	RPS3A
RS4X_HUMAN	RPS4X
RS5_HUMAN	RPS5
RS6_HUMAN	RPS6
RS7_HUMAN	RPS7
RS8_HUMAN	RPS8
RS9_HUMAN	RPS9
RSMN_HUMAN	SNRPN
RSSA_HUMAN	RPSA
RSU1_HUMAN	RSU1
RT02_HUMAN	MRPS2
RT05_HUMAN	MRPS5
RT06_HUMAN	MRPS6
RT07_HUMAN	MRPS7
RT09_HUMAN	MRPS9
RT10_HUMAN	MRPS10
RT11_HUMAN	MRPS11
RT14_HUMAN	MRPS14
RT15_HUMAN	MRPS15
RT16_HUMAN	MRPS16
RT17_HUMAN	MRPS17
RT18A_HUMAN	MRPS18A
RT18B_HUMAN	MRPS18B
RT21_HUMAN	MRPS21
RT22_HUMAN	MRPS22
RT23_HUMAN	MRPS23
RT24_HUMAN	MRPS24
RT25_HUMAN	MRPS25
RT26_HUMAN	MRPS26
RT27_HUMAN	MRPS27
RT28_HUMAN	MRPS28
RT29_HUMAN	DAP3
RT30_HUMAN	MRPS30
RT31_HUMAN	MRPS31
RT33_HUMAN	MRPS33
RT34_HUMAN	MRPS34
RT35_HUMAN	MRPS35
RT4I1_HUMAN	RTN4IP1
RT63_HUMAN	MRPL57
RTCA_HUMAN	RTCA
RTCB_HUMAN	RTCB
RTN2_HUMAN	RTN2
RTN3_HUMAN	RTN3
RTN4_HUMAN	RTN4
RU17_HUMAN	SNRNP70
RU2A_HUMAN	SNRPA1
RUFY1_HUMAN	RUFY1
RUFY3_HUMAN	RUFY3
RUSD4_HUMAN	RPUSD4
RUVB1_HUMAN	RUVBL1
RUVB2_HUMAN	RUVBL2
RUXE_HUMAN	SNRPE
RUXF_HUMAN	SNRPF
RUXG_HUMAN	SNRPG
RWD2B_HUMAN	RWDD2B
RWDD1_HUMAN	RWDD1
RWDD4_HUMAN	RWDD4
RXRA_HUMAN	RXRA
RXRB_HUMAN	RXRB
RYR1_HUMAN	RYR1
RYR3_HUMAN	RYR3
S10A1_HUMAN	S100A1
S10A4_HUMAN	S100A4
S10A6_HUMAN	S100A6
S10A8_HUMAN	S100A8
S10A9_HUMAN	S100A9
S10AB_HUMAN	S100A11
S10AD_HUMAN	S100A13
S10AG_HUMAN	S100A16
S12A2_HUMAN	SLC12A2
S14L2_HUMAN	SEC14L2
S14L4_HUMAN	SEC14L4
S20A2_HUMAN	SLC20A2
S22A3_HUMAN	SLC22A3
S23IP_HUMAN	SEC23IP
S2542_HUMAN	SLC25A42
S2546_HUMAN	SLC25A46
S27A1_HUMAN	SLC27A1
S29A1_HUMAN	SLC29A1
S36A2_HUMAN	SLC36A2
S41A3_HUMAN	SLC41A3
S47A1_HUMAN	SLC47A1
S4A7_HUMAN	SLC4A7
S61A1_HUMAN	SEC61A1
SAA4_HUMAN	SAA4
SAC1_HUMAN	SACM1L
SACS_HUMAN	SACS
SAE1_HUMAN	SAE1
SAE2_HUMAN	UBA2
SAFB1_HUMAN	SAFB
SAFB2_HUMAN	SAFB2
SAHH_HUMAN	AHCY
SAHH2_HUMAN	AHCYL1
SAHH3_HUMAN	AHCYL2
SAM50_HUMAN	SAMM50
SAMH1_HUMAN	SAMHD1
SAMP_HUMAN	APCS
SAP_HUMAN	PSAP
SAP3_HUMAN	GM2A
SAR1A_HUMAN	SAR1A
SAR1B_HUMAN	SAR1B
SART3_HUMAN	SART3
SAT2_HUMAN	SAT2
SATT_HUMAN	SLC1A4
SBDS_HUMAN	SBDS
SBP1_HUMAN	SELENBP1
SBSN_HUMAN	SBSN
SC11A_HUMAN	SEC11A
SC16A_HUMAN	SEC16A
SC22B_HUMAN	SEC22B
SC23A_HUMAN	SEC23A
SC24B_HUMAN	SEC24B
SC24C_HUMAN	SEC24C
SC31A_HUMAN	SEC31A
SCAM3_HUMAN	SCAMP3
SCFD1_HUMAN	SCFD1
SCFD2_HUMAN	SCFD2
SCLY_HUMAN	SCLY
SCMC1_HUMAN	SLC25A24
SCN4A_HUMAN	SCN4A
SCO1_HUMAN	SCO1
SCO2_HUMAN	SCO2
SCOT1_HUMAN	OXCT1
SCPDL_HUMAN	SCCPDH
SCRB2_HUMAN	SCARB2
SCRIB_HUMAN	SCRIB
SCRN1_HUMAN	SCRN1
SCRN2_HUMAN	SCRN2
SCRN3_HUMAN	SCRN3
SCYL2_HUMAN	SCYL2
SDCB1_HUMAN	SDCBP
SDHA_HUMAN	SDHA
SDHB_HUMAN	SDHB
SDHF2_HUMAN	SDHAF2
SEC13_HUMAN	SEC13
SEC20_HUMAN	BNIP1
SEC62_HUMAN	SEC62
SEH1_HUMAN	SEH1L
SELB_HUMAN	EEFSEC
SELK_HUMAN	SELENOK
SELO_HUMAN	SELENOO
SELS_HUMAN	SELENOS
SELT_HUMAN	SELENOT
SELW_HUMAN	SELENOW
SEM3C_HUMAN	SEMA3C
SEM4A_HUMAN	SEMA4A
SEM6C_HUMAN	SEMA6C
SENP8_HUMAN	SENP8
SEP10_HUMAN	SEPTIN10
SEP11_HUMAN	SEPTIN11
SEP15_HUMAN	SELENOF
SEPT2_HUMAN	SEPTIN2
SEPT3_HUMAN	SEPTIN3
SEPT7_HUMAN	SEPTIN7
SEPT9_HUMAN	SEPTIN9
SERC1_HUMAN	SERINC1
SERPH_HUMAN	SERPINH1
SESN1_HUMAN	SESN1
SET_HUMAN	SET
SETD3_HUMAN	SETD3
SETD7_HUMAN	SETD7
SF01_HUMAN	SF1
SF3A1_HUMAN	SF3A1
SF3A2_HUMAN	SF3A2
SF3A3_HUMAN	SF3A3
SF3B1_HUMAN	SF3B1
SF3B2_HUMAN	SF3B2
SF3B3_HUMAN	SF3B3
SFPQ_HUMAN	SFPQ
SFXN1_HUMAN	SFXN1
SFXN3_HUMAN	SFXN3
SFXN4_HUMAN	SFXN4
SGCA_HUMAN	SGCA
SGCB_HUMAN	SGCB
SGCD_HUMAN	SGCD
SGCG_HUMAN	SGCG
SGPL1_HUMAN	SGPL1
SGPP1_HUMAN	SGPP1
SGT1_HUMAN	SUGT1
SGTA_HUMAN	SGTA
SH2B2_HUMAN	SH2B2
SH3BG_HUMAN	SH3BGR
SH3L1_HUMAN	SH3BGRL
SH3L2_HUMAN	SH3BGRL2
SHC1_HUMAN	SHC1
SHIP2_HUMAN	INPPL1
SHLB1_HUMAN	SH3GLB1
SHLB2_HUMAN	SH3GLB2
SHOC2_HUMAN	SHOC2
SHRM4_HUMAN	SHROOM4
SIAE_HUMAN	SIAE
SIAS_HUMAN	NANS
SIR2_HUMAN	SIRT2
SIR3_HUMAN	SIRT3
SIR5_HUMAN	SIRT5
SKIV2_HUMAN	SKIV2L
SKP1_HUMAN	SKP1
SKT_HUMAN	KIAA1217
SLFN5_HUMAN	SLFN5
SLIRP_HUMAN	SLIRP
SLK_HUMAN	SLK
SLMAP_HUMAN	SLMAP
SMAD1_HUMAN	SMAD1
SMAD4_HUMAN	SMAD4
SMAG1_HUMAN	SAMD4A
SMAP_HUMAN	SMAP
SMAP1_HUMAN	SMAP1
SMC1A_HUMAN	SMC1A
SMC3_HUMAN	SMC3
SMCA2_HUMAN	SMARCA2
SMCE1_HUMAN	SMARCE1
SMCO1_HUMAN	SMCO1
SMD1_HUMAN	SNRPD1
SMD2_HUMAN	SNRPD2
SMD3_HUMAN	SNRPD3
SMG9_HUMAN	SMG9
SMHD1_HUMAN	SMCHD1
SMOC1_HUMAN	SMOC1
SMPX_HUMAN	SMPX
SMRC2_HUMAN	SMARCC2
SMRD3_HUMAN	SMARCD3
SMTL1_HUMAN	SMTNL1
SMTL2_HUMAN	SMTNL2
SMTN_HUMAN	SMTN
SMU1_HUMAN	SMU1
SMYD1_HUMAN	SMYD1
SMYD2_HUMAN	SMYD2
SMYD3_HUMAN	SMYD3
SMYD5_HUMAN	SMYD5
SNAA_HUMAN	NAPA
